id,quality
23369572,5.69594289922
21797700,8.32960930807
21517172,8.7747676528
21482979,9.31446136542
21463917,8.98400291004
19664047,10.6517412718
19638281,9.33439556906
17755707,9.11516371983
17679301,10.0048069063
17557801,9.82643941214
17325162,4.44797052899
17244111,8.05124462323
16898218,8.38270738843
16655184,10.1806387698
16161932,7.32056433849
16081834,5.7785730638
15833859,9.91897518594
15792066,8.50305134371
15731304,9.21113372937
15715929,7.06934291976
15691804,8.06791199801
15670741,8.81468414392
15658275,6.33737867495
15654530,8.84318147717
15649708,4.15789217165
15645554,8.95477723516
15640167,4.59210173359
15629746,4.14495296568
15620386,9.53341128896
15575832,6.52918229407
15529227,7.13822057739
15527049,5.06280009333
15517259,9.50798266994
15488863,7.64178190429
15163279,7.50234939325
14918579,7.54617701083
14744196,8.0334831049
14733902,10.5096263911
14693274,6.86936457421
14270702,8.34466329122
13652653,7.17930522597
13444398,8.49684883138
13419168,7.64718126786
13414800,6.30254525329
13401246,8.64336794427
13397259,8.58052457317
13393345,8.05918009709
13387311,5.06360694867
13384545,9.17332023561
13381480,8.94048015656
13369759,6.164062174
13354478,8.46882343867
12904762,4.91347592326
12820622,9.77392787838
12664175,9.22442937433
12323791,9.30984470141
12125071,3.98084331975
12095316,9.68805880358
12090704,0.97232384349
12016794,2.79747990067
11877924,6.41848582403
11846705,6.43396239612
11825881,7.6330402309
11804607,6.69590111304
11747118,3.50757810483
11745852,9.73484548404
11732160,7.24224291362
11722884,7.23208431974
11698449,8.01400717222
11660667,8.17567673096
11607009,8.45461910321
11577560,10.5800176451
10169193,9.73853584501
3975777,3.88674727807
3699288,7.98008514089
3629025,4.2015183791
3179665,6.21774131755
3165736,7.55369055207
3163379,3.27757465963
3146686,6.87459242461
2995240,8.11514442505
2994361,8.11555088178
2950731,6.0900683559
2923693,7.16117515718
2806599,7.04889481001
2729491,9.5304780196
2723286,8.25712096904
2715127,9.27824375353
2366569,7.94911977437
2261825,8.83721092324
2097725,7.18731586557
2086384,5.4517419198
1971628,9.90675316847
19855607,9.46476722944
19302623,8.75721155655
19147829,5.37107571175
18046968,7.55878075705
17954506,9.86851945748
17950445,6.41436156276
17905476,8.74508628398
17901580,10.1936437562
17722394,6.4250533653
17474313,10.7968226996
17418756,8.71545107961
16879982,10.9348018174
16809938,5.10179745729
16795262,9.42064950672
16388573,4.93582668753
15177123,6.23328846318
15160895,10.8132882521
15037547,3.51098682278
14995353,7.03827844129
14563587,5.81445325393
14241192,11.7073791827
14131981,1.91228945032
14070474,9.95590140235
13968182,9.29204718416
13959545,6.91888747754
13934647,8.91691561424
13923635,8.00043867058
13908865,7.70379451754
13905314,9.2514903513
13905306,8.91034305476
13905303,8.91034305476
13049336,8.07085148494
13026069,6.47439102399
13016194,6.59739141942
13003348,8.31661758142
12239433,8.8509005418
12164365,5.50273903179
12089760,9.82865351302
11982483,8.91470612586
11699286,8.95209105819
11568224,9.13292617075
11336051,7.38402719226
11335087,5.03877556922
11329367,8.08632661063
11293162,7.21059974309
11047502,8.21658024778
10851165,8.37672989805
10850585,8.22934862523
10661231,8.50393684112
4032166,6.11482007953
3700841,9.16598837289
3665715,7.88887329257
3588265,8.67692330128
3542806,9.74669961732
3413841,5.56922952402
3150649,6.20611286938
3134795,8.74677148865
3101754,8.91394555275
3022970,9.33489774232
2979945,7.3686880982
2717543,9.47138343643
2716998,7.70683733536
2396950,8.00738282762
2359765,9.0496005997
1962384,8.70614637325
1949129,8.8405608795
1560764,7.92007868576
20959200,9.0577861334
20750806,7.59697189055
20583731,2.62149542437
19650223,5.50846253335
19604920,7.20970979853
19487946,4.54175953946
19443371,5.66116971455
19428344,8.21733868349
17547182,9.70892864255
17530383,5.48681425043
17509876,7.16039906714
17432540,8.3167242013
17414485,9.48245231464
15712381,7.03797480634
15632086,5.9444726894
15576287,7.32563951242
15347362,8.86662908782
15334621,9.85331730347
15321161,7.81895653102
15319350,6.97748907374
15319132,7.48412648589
15298713,8.23223128708
