id,quality
23369572,4.37755155563
21797700,6.40749931335
21517172,9.70260715485
21482979,10.0286407471
21463917,9.54457569122
19664047,9.82236385345
19638281,9.37871837616
17755707,8.94653987885
17679301,9.31001758575
17557801,9.51448154449
17325162,2.93053102493
17244111,7.74865198135
16898218,7.55973863602
16655184,9.84037399292
16161932,6.98628282547
16081834,6.17863988876
15833859,9.52981472015
15792066,7.56488513947
15731304,9.2351436615
15715929,6.55245494843
15691804,7.97952270508
15670741,9.62111186981
15658275,6.18737888336
15654530,9.16983699799
15649708,5.12906551361
15645554,8.72555541992
15640167,3.83552265167
15629746,5.36926651001
15620386,8.55645656586
15575832,7.40124130249
15529227,8.42711448669
15527049,5.30449485779
15517259,8.36916637421
15488863,7.14501619339
15163279,8.17568397522
14918579,7.14911413193
14744196,7.515001297
14733902,9.27195930481
14693274,6.85926389694
14270702,8.92337989807
13652653,8.71751403809
13444398,8.18059539795
13419168,8.29062366486
13414800,7.75749397278
13401246,6.87518644333
13397259,8.57742500305
13393345,7.98746395111
13387311,5.19098615646
13384545,8.49361991882
13381480,8.21032142639
13369759,8.29220199585
13354478,9.22756290436
12904762,4.51788377762
12820622,8.06382656097
12664175,8.12368202209
12323791,9.88488101959
12125071,4.43190860748
12095316,9.54705619812
12090704,2.74754834175
12016794,4.68841505051
11877924,7.46526002884
11846705,7.57562923431
11825881,8.24785995483
11804607,4.31610012054
11747118,2.12080287933
11745852,10.3206558228
11732160,6.53520584106
11722884,7.92184019089
11698449,9.20808315277
11660667,9.13152980804
11607009,8.57018947601
11577560,10.372177124
10169193,10.1390542984
3975777,5.23103141785
3699288,6.26714801788
3629025,4.50586748123
3179665,5.97242164612
3165736,7.84695339203
3163379,3.75512170792
3146686,6.71169710159
2995240,9.16746425629
2994361,8.07823371887
2950731,5.63769817352
2923693,7.72529172897
2806599,7.26894044876
2729491,9.94666671753
2723286,9.56218910217
2715127,9.24217700958
2366569,8.67115211487
2261825,9.14951324463
2097725,6.55539321899
2086384,6.29084587097
1971628,9.9494638443
19855607,9.21385383606
19302623,8.45071220398
19147829,6.67880964279
18046968,8.05122375488
17954506,9.70608901978
17950445,6.05317354202
17905476,8.72815608978
17901580,9.17629528046
17722394,7.61060905457
17474313,10.4580001831
17418756,9.62162971497
16879982,11.1870737076
16809938,4.71331739426
16795262,9.02709770203
16388573,4.50142669678
15177123,5.81670713425
15160895,9.70175647736
15037547,3.61560297012
14995353,5.48702669144
14563587,5.67003107071
14241192,10.5394487381
14131981,1.84623765945
14070474,10.0475931168
13968182,8.87544441223
13959545,5.33334064484
13934647,9.30045223236
13923635,7.82259130478
13908865,7.74285650253
13905314,9.65211296082
13905306,9.23015403748
13905303,9.23015403748
13049336,8.20016098022
13026069,6.90150976181
13016194,8.617228508
13003348,8.73981285095
12239433,9.41810894012
12164365,6.05695009232
12089760,9.07932567596
11982483,8.87507247925
11699286,9.84408569336
11568224,9.06059932709
11336051,7.98007106781
11335087,4.24576950073
11329367,7.94287443161
11293162,7.77819728851
11047502,7.91052532196
10851165,8.97361278534
10850585,7.3419137001
10661231,7.06178569794
4032166,6.02262115479
3700841,9.5494222641
3665715,8.11359786987
3588265,9.42074489594
3542806,9.66439151764
3413841,5.29672813416
3150649,5.12135982513
3134795,8.88085651398
3101754,8.52377319336
3022970,9.38866138458
2979945,7.53515291214
2717543,10.0589361191
2716998,7.83329868317
2396950,7.97753477097
2359765,8.75363254547
1962384,9.50406265259
1949129,10.144080162
1560764,7.86987781525
20959200,8.81547927856
20750806,6.964366436
20583731,2.96777796745
19650223,5.82823371887
19604920,6.98291540146
19487946,5.00992536545
19443371,6.33416748047
19428344,8.06395721436
