id,quality
23369572,5.68527859573
21797700,8.67665133514
21517172,8.78204201643
21482979,9.1680162441
21463917,8.67789453757
19664047,10.2660326487
19638281,8.67848449427
17755707,9.00320701911
17679301,9.65786060758
17557801,9.83847982279
17325162,3.93603901844
17244111,8.15198382519
16898218,8.27567082975
16655184,10.3535931635
16161932,7.201894405
16081834,6.18769031476
15833859,10.0395972145
15792066,8.40669530365
15731304,9.24063715523
15715929,6.53837705308
15691804,8.59572518596
15670741,9.05655645117
15658275,5.88287918686
15654530,8.81360280809
15649708,4.12064858387
15645554,8.83135464874
15640167,5.18376568058
15629746,3.88883258668
15620386,9.15925794474
15575832,6.79957686157
15529227,7.61592389257
15527049,5.62954692365
15517259,9.82596296281
15488863,7.91152526937
15163279,7.43622951335
14918579,6.83844783707
14744196,8.55962809237
14733902,10.7658934557
14693274,6.84195850731
14270702,8.25434494022
13652653,7.28520731915
13444398,8.5661298242
13419168,7.58959649687
13414800,5.87527155085
13401246,8.52713968964
13397259,8.50306311688
13393345,8.15281075107
13387311,4.84451235419
13384545,9.21767601524
13381480,8.7614562555
13369759,6.94199960582
13354478,8.10915555054
12904762,4.92452963509
12820622,9.61957977769
12664175,9.12784711213
12323791,7.75369442066
12125071,3.56016693723
12095316,9.53884585819
12090704,0.0278271416563
12016794,3.36620358108
11877924,6.27411104006
11846705,6.36407757339
11825881,7.57336132105
11804607,8.10345564006
11747118,3.61438080409
11745852,9.66132089805
11732160,6.6734010241
11722884,6.92058658623
11698449,8.13722938734
11660667,8.43841633973
11607009,8.40033033741
11577560,10.2995182281
10169193,9.35883963938
3975777,3.34736710196
3699288,8.20022566749
3629025,3.65051904444
3179665,6.40502647754
3165736,7.62713655148
3163379,3.00105181914
3146686,6.57694870089
2995240,8.13996443903
2994361,7.92351281819
2950731,5.26000758188
2923693,7.21113485204
2806599,7.32598557848
2729491,8.99423556799
2723286,8.37682887048
2715127,9.41218971049
2366569,7.88737738999
2261825,8.45597035207
2097725,7.5144138136
2086384,4.69586869166
1971628,10.1749714537
19855607,9.14297322731
19302623,8.59044139257
19147829,4.68532662228
18046968,7.28914123274
17954506,9.73442992427
17950445,5.70760532464
17905476,8.92063457329
17901580,10.0721876233
17722394,5.62449326494
17474313,10.9585035518
17418756,8.77981326795
16879982,11.3692771285
16809938,4.90062908042
16795262,9.19081895479
16388573,4.10323159874
15177123,5.82071027506
15160895,11.4213494144
15037547,3.55601639511
14995353,6.32074730228
14563587,5.21556429284
14241192,12.2756571786
14131981,1.36684325708
14070474,10.2307308766
13968182,8.97008462484
13959545,7.24199777733
13934647,8.95864001129
13923635,8.58681621659
13908865,7.95029079536
13905314,9.82247487328
13905306,9.46061806614
13905303,9.46061806614
13049336,8.28663718944
13026069,6.8546542339
13016194,6.01741317654
13003348,8.17923074021
12239433,9.02983810921
12164365,5.73249127202
12089760,9.421753402
11982483,9.57276864306
11699286,9.43981642404
11568224,8.95806357819
11336051,7.94650398599
11335087,4.69144816536
11329367,7.86383059751
11293162,7.15380586077
11047502,8.23014098145
10851165,8.04407780036
10850585,7.94528899818
10661231,8.49616724084
4032166,5.76101433303
3700841,9.05450418022
3665715,8.13359520185
3588265,8.40452335316
3542806,9.76642504412
3413841,5.58300473338
3150649,7.02002512736
3134795,8.27202017895
3101754,9.31159402457
3022970,9.04689248033
2979945,7.87732462751
2717543,9.50825686393
2716998,7.75463657353
2396950,7.92533525916
2359765,8.55553435643
1962384,8.93014650245
1949129,9.09453233362
1560764,8.46571146749
20959200,9.27765582799
20750806,7.60514497803
20583731,2.65410210878
19650223,5.59998356273
19604920,7.13768599095
19487946,4.80197552155
19443371,6.05052391101
19428344,8.06626806817
17547182,9.99466459428
17530383,5.58970198126
17509876,6.58861225698
17432540,8.73952767292
17414485,9.60948499496
15712381,7.13077259614
15632086,5.82593172964
15576287,7.75135885183
15347362,8.77798162428
15334621,10.0058428326
15321161,7.09455559753
15319350,6.67015404449
15319132,7.28394102014
15298713,8.24304514919
15280051,8.52276335588
15191207,10.7941518159
15178303,6.97919417193
15154933,8.27019797957
15105156,6.12430886057
15104915,5.45388136338
15069288,6.47793547258
15045236,7.09512284828
14988696,6.82726307667
14958337,5.49955964515
14901489,6.91462632828
13978462,9.00835635159
13955213,7.09176606066
13953301,5.7329084989
13950237,8.94009079819
13945858,6.93929935549
13939969,7.40960269099
13929674,9.77076495146
13908833,8.44620393618
13907904,8.9661095684
13903290,7.71514355275
13890594,8.83788881639
13875728,6.00335244822
13870935,11.475424392
13810348,9.50940922232
13797448,10.1286581986
13788563,9.31308750679
13748036,8.53686227875
13700668,9.22059319065
13671766,5.0037703065
13552841,8.69106937812
13443935,8.83124857675
13183014,6.57837958785
13095415,8.60633298566
13032773,8.12285836147
12996260,5.71656622893
12923827,6.50625896634
12192208,8.57770142911
12187558,8.82679094804
10027831,7.85290489519
4024458,9.20412247492
3975783,8.23405630262
3975461,7.9903661097
3952806,9.99937912846
3867985,8.43536650425
23973138,9.45111781058
23847151,9.87063070616
23793486,7.31597579861
23793433,9.489678945
23349001,7.2880983988
23115720,9.34649711068
23037017,9.07966016952
23014948,8.73888066708
22991637,9.59961484059
22944580,8.04646867476
22886271,10.4001350407
22094842,10.3990951632
21917064,9.34939740353
21508878,10.6868140946
21490106,9.21208415515
21481173,9.48056977736
21463866,10.5740438174
21381530,9.89336217509
20612380,9.71069101888
20489956,8.46581548433
20470147,7.83144428567
20420331,6.6581328001
19947859,10.4289169257
19459993,10.6199972252
18417069,9.37494372533
18414049,10.0146288871
18090167,8.32486895921
17970169,7.52371223041
17718967,6.00275926778
17704623,7.61627798644
17699005,7.8469963019
17561044,9.63996278725
17013805,7.52003572962
17002212,8.86810188924
16930473,11.7411011723
16018284,8.74079827847
15676263,9.89044086718
14302062,9.01985893213
15282939,9.90091673774
14991367,7.78390170689
14547118,5.14717439771
14177761,7.07917040548
13910550,10.7291480332
13845321,10.1804148453
13701127,7.54909664547
13617208,9.06321273943
13598680,9.23357600061
13136486,9.29804104567
13069575,8.79690934481
13026603,9.95960212745
12765758,8.06708368566
12741114,7.71610943882
12345324,9.87672427581
12086312,9.42089583215
11813947,10.8549952977
11684855,10.2238781622
11635121,5.85959724088
11178656,9.76613754333
11112235,7.82265168226
10645890,7.93416407083
3992762,8.5375058639
3527150,8.59547212025
3401667,8.22693666787
2049109,8.97242011743
1519177,9.28205910752
24255726,6.00249359249
24245717,6.04113354331
23881814,4.06703251171
23561047,7.32693217924
23342839,3.11947918968
22977696,6.82964856974
22665871,3.57239457426
22455688,4.52203653738
22355407,3.0752501622
22333726,4.57092486681
22245097,8.24668661327
22226974,8.47007903666
20752014,8.399215056
20560936,4.6343537372
20560749,8.80822545767
20556605,5.7093390218
20090809,8.40058853746
20038773,7.35094510678
19942653,8.09011054123
19318380,8.40305243741
18806833,8.13928530181
18644267,6.11965637497
18439403,5.64926853853
18048307,4.49094170812
17698222,7.79317655261
17677615,3.75000215799
12965240,9.96281087042
17567433,4.53472792506
17521647,8.10173666819
17512017,8.5299228162
17256151,6.21380871473
17052380,7.49860557315
16464587,7.40382975699
16263929,5.14405139335
15737054,6.14059386506
15672887,8.3495619826
15669979,7.5560072575
15653679,6.8679658919
15573707,3.73792448197
15209864,1.59633317421
15036850,6.80219720992
14800169,8.54704732918
14733895,6.74182525711
14407380,7.61678288954
14385307,6.50638432787
14337428,3.62517822487
14138131,3.17859992056
13941897,9.34444464631
13870619,9.03332057262
13481531,7.05951110541
13274867,7.86338220724
13189684,5.57493009047
13005413,7.08473412127
12164319,4.09017548711
11951757,5.84658974403
11821357,3.63102803111
11724056,8.58627209109
11701952,5.0429422521
11658077,6.60550770583
11567454,7.80749795136
11380853,2.66497702297
24310802,6.18174823704
24277954,8.96729136038
24075877,8.39658432124
23848934,3.55660471618
23567732,5.56769245722
23160997,6.35749375523
23155133,10.6561385307
22992702,10.3464546345
22214340,7.85596016029
20890290,9.64375418417
20068278,8.9012936034
19861314,9.22482980702
19676209,9.1533179173
19379010,8.59639067898
18675487,8.85109599072
18503640,9.60872680812
18493726,7.0559667064
18413283,8.83230755681
18351636,8.64269996766
18080818,6.88372012908
18068559,9.17339490339
18023185,7.62392860262
17994232,7.90440427112
17092785,7.20511644608
17040812,7.78043407902
17008004,8.16416715917
16995225,9.42619650011
16938979,10.5648897731
16931567,7.9360896796
16926953,11.5395984107
16654298,9.66714703808
16470632,9.17668104369
16133274,8.22001556908
12703965,9.13928545393
12399992,9.30409751868
12357838,9.36093487812
12168961,8.79690359372
12168412,9.52582943461
11745824,9.17431679015
11636480,10.2607088013
11265593,9.76294556309
11230100,8.42872492403
10222072,10.3774855294
10181022,7.20273587049
10118813,8.2603191937
10095253,10.5116933589
10093265,9.78130994685
3665726,11.6094081687
3652032,9.5288525934
3204822,9.35037303019
2965987,7.46501563779
2765021,10.0730393642
2720881,10.0004614214
1971615,8.56964507879
1861088,8.33855665295
1269584,9.18959007144
1165657,9.1832656277
23054078,8.52082572566
22618576,8.0370854796
21664055,9.06863461799
21517235,7.5669487212
20993118,7.98962962198
20755275,8.46091594858
20736130,8.95359726008
20614196,8.67979596897
20563090,9.0482553712
20549897,8.97431165093
20513107,7.27846446343
20421215,7.59386143838
20018830,8.98443089509
19994796,9.40901406419
18727580,2.99580346273
18200727,5.32051444203
17364506,6.34517478572
16953371,7.96079147446
16937638,6.99602822671
16843670,6.60381934663
16431200,8.80749061694
15674588,8.4573594204
15667676,6.33539214181
15649861,8.76483723459
15581178,0.58237751236
15315190,8.4854836706
15180467,9.20915614457
15154477,9.62454167271
14994403,9.75899942051
14980933,6.13475549736
14966256,9.37968816689
14926536,8.38113474812
14325978,8.36740616643
14252019,8.74400795037
13954790,9.48930906798
13914518,9.42469389628
13893610,7.80973291851
13880562,3.92058901101
13880345,4.62297827916
13839562,5.33170362607
13609286,7.52235368564
13379366,8.50302427916
12750029,9.31162883774
13040093,8.03338751133
